name,strength,form,route,generic,type,rxcui,schedule
Symfi,400-300-300 mg,Oral Tablet,Oral Pill,Symfi Lo 400 MG / 300 MG / 300 MG Oral Tablet,prescription,2001430,0
Sustiva,50 mg,Oral Capsule,Oral Pill,SUSTIVA 50 MG Oral Capsule,prescription,213392,0
Atripla,600-200-300 mg,Oral Tablet,Oral Pill,ATRIPLA 600 MG / 200 MG / 300 MG Oral Tablet,prescription,643070,0
Symfi,600-300-300 mg,Oral Tablet,Oral Pill,SYMFI 600 MG / 300 MG / 300 MG Oral Tablet,prescription,2043464,0
Sustiva,600 mg,Oral Tablet,Oral Pill,SUSTIVA 600 MG Oral Tablet,prescription,352143,0
Jublia,10%,Topical Solution,Topical,JUBLIA 10 % Topical Solution,prescription,1539762,0
Vaniqa,13.9%,Topical Cream,Topical,Vaniqa 13.9 % Topical Cream,prescription,284430,0
Iwilfin,192 mg,Oral Tablet,Oral Pill,iwilfin 192 MG Oral Tablet,prescription,2673205,0
Eloctate,1 unt,Injection,Injectable,ELOCTATE 1 UNT Injection,prescription,1719611,0
Orserdu,345 mg,Oral Tablet,Oral Pill,Orserdu 345 MG Oral Tablet,prescription,2628489,0
Orserdu,86 mg,Oral Tablet,Oral Pill,Orserdu 86 MG Oral Tablet,prescription,2628484,0
Iqirvo,80 mg,Oral Tablet,Oral Pill,IQIRVO 80 MG Oral Tablet,prescription,2684952,0
Orilissa,150 mg,Oral Tablet,Oral Pill,Orilissa 150 MG Oral Tablet,prescription,2049858,0
Orilissa,200 mg,Oral Tablet,Oral Pill,Orilissa 200 MG Oral Tablet,prescription,2049862,0
Zepatier,50-100 mg,Oral Tablet,Oral Pill,Zepatier 50 MG / 100 MG Oral Tablet,prescription,1734642,0
Relpax,20 mg,Oral Tablet,Oral Pill,RELPAX 20 MG Oral Tablet,prescription,404443,0
Relpax,40 mg,Oral Tablet,Oral Pill,RELPAX 40 MG Oral Tablet,prescription,404444,0
Cerdelga,84 mg,Oral Capsule,Oral Pill,Cerdelga 84 MG Oral Capsule,prescription,1547231,0
Empliciti,300 mg,Injection,Injectable,Empliciti 300 MG Injection,prescription,1726115,0
Empliciti,400 mg,Injection,Injectable,Empliciti 400 MG Injection,prescription,1726119,0
Promacta,12.5 mg,Oral Tablet,Oral Pill,Promacta 12.5 MG Oral Tablet,prescription,1245003,0
Promacta,12.5 mg,Powder for Oral Suspension,Oral Suspension Powder,Promacta 12.5 MG Powder for Oral Suspension,prescription,2058981,0
Alvaiz,18 mg,Oral Tablet,Oral Pill,Alvaiz 18 MG Oral Tablet,prescription,2675193,0
Promacta,25 mg,Oral Tablet,Oral Pill,Promacta 25 MG Oral Tablet,prescription,825425,0
Promacta,25 mg,Powder for Oral Suspension,Oral Suspension Powder,Promacta 25 MG Powder for Oral Suspension,prescription,1859501,0
Alvaiz,36 mg,Oral Tablet,Oral Pill,Alvaiz 36 MG Oral Tablet,prescription,2675197,0
Promacta,50 mg,Oral Tablet,Oral Pill,Promacta 50 MG Oral Tablet,prescription,825429,0
Alvaiz,54 mg,Oral Tablet,Oral Pill,Alvaiz 54 MG Oral Tablet,prescription,2675201,0
Promacta,75 mg,Oral Tablet,Oral Pill,Promacta 75 MG Oral Tablet,prescription,884619,0
Alvaiz,9 mg,Oral Tablet,Oral Pill,Alvaiz 9 MG Oral Tablet,prescription,2675205,0
Viberzi,100 mg,Oral Tablet,Oral Pill,Viberzi 100 MG Oral Tablet,prescription,1719766,4
Viberzi,75 mg,Oral Tablet,Oral Pill,Viberzi 75 MG Oral Tablet,prescription,1653792,4
Temovate,0.05%,Topical Cream,Topical,Temovate E 0.05 % Topical Cream,prescription,1992282,0
Olux,0.05%,Topical Foam,Topical,Olux-E 0.05 % Topical Foam,prescription,1992274,0
Tovet,0.05%,Topical Foam,Topical,Tovet 0.05 % Topical Foam,prescription,2180345,0
Refissa,0.05%,Topical Cream,Topical,Refissa 0.05 % Topical Cream,prescription,855687,0
Glyxambi,10-5 mg,Oral Tablet,Oral Pill,Glyxambi 10 MG / 5 MG Oral Tablet,prescription,1602115,0
Jardiance,10 mg,Oral Tablet,Oral Pill,Jardiance 10 MG Oral Tablet,prescription,1545664,0
Synjardy,"12.5-1,000 mg",Oral Tablet,Oral Pill,Synjardy 12.5 MG / 1000 MG Oral Tablet,prescription,1665369,0
Synjardy,12.5-500 mg,Oral Tablet,Oral Pill,Synjardy 12.5 MG / 500 MG Oral Tablet,prescription,1664325,0
Glyxambi,25-5 mg,Oral Tablet,Oral Pill,Glyxambi 25 MG / 5 MG Oral Tablet,prescription,1602120,0
Jardiance,25 mg,Oral Tablet,Oral Pill,Jardiance 25 MG Oral Tablet,prescription,1545668,0
Synjardy,"5-1,000 mg",Oral Tablet,Oral Pill,Synjardy 5 MG / 1000 MG Oral Tablet,prescription,1664328,0
Synjardy,5-500 mg,Oral Tablet,Oral Pill,Synjardy 5 MG / 500 MG Oral Tablet,prescription,1664321,0
Emtriva,10 mg/ml,Oral Solution,Oral Liquid,Emtriva 10 MG in 1 mL Oral Solution,prescription,616148,0
Truvada,100-150 mg,Oral Tablet,Oral Pill,Truvada 100 MG / 150 MG Oral tablet,prescription,1744003,0
Descovy,120-15 mg,Oral Tablet,Oral Pill,Descovy 120 MG / 15 MG Oral Tablet,prescription,2590643,0
Truvada,133-200 mg,Oral Tablet,Oral Pill,Truvada 133 MG / 200 MG Oral Tablet,prescription,1744007,0
Truvada,167-250 mg,Oral Tablet,Oral Pill,Truvada 167 MG / 250 MG Oral Tablet,prescription,1744011,0
Odefsey,200-25-25 mg,Oral Tablet,Oral Pill,ODEFSEY 200 MG / 25 MG/ 25 MG Oral Tablet,prescription,1741739,0
Complera,200-25-300 mg,Oral Tablet,Oral Pill,COMPLERA 200 MG / 25 MG / 300 MG Oral Tablet,prescription,1147337,0
Descovy,200-25 mg,Oral Tablet,Oral Pill,Descovy 200 MG / 25 MG Oral Tablet,prescription,1747697,0
Truvada,200-300 mg,Oral Tablet,Oral Pill,Truvada 200 MG / 300 MG Oral Tablet,prescription,639888,0
Emtriva,200 mg,Oral Capsule,Oral Pill,Emtriva 200 MG Oral Capsule,prescription,404587,0
Epaned,1 mg/ml,Oral Solution,Oral Liquid,Epaned 1 MG in 1 mL Oral Solution,prescription,1435630,0
Vaseretic,10-25 mg,Oral Tablet,Oral Pill,Vaseretic 10 MG / 25 MG Oral Tablet,prescription,858830,0
Vasotec,10 mg,Oral Tablet,Oral Pill,Vasotec 10 MG Oral Tablet,prescription,858819,0
Vasotec,2.5 mg,Oral Tablet,Oral Pill,Vasotec 2.5 MG Oral Tablet,prescription,858806,0
Vasotec,20 mg,Oral Tablet,Oral Pill,Vasotec 20 MG Oral Tablet,prescription,858812,0
Vasotec,5 mg,Oral Tablet,Oral Pill,Vasotec 5 MG Oral Tablet,prescription,858815,0
Idhifa,100 mg,Oral Tablet,Oral Pill,IDHIFA 100 MG Oral Tablet,prescription,1940372,0
Idhifa,50 mg,Oral Tablet,Oral Pill,IDHIFA 50 MG Oral Tablet,prescription,1940376,0
Braftovi,50 mg,Oral Capsule,Oral Pill,BRAFTOVI 50 MG Oral Capsule,prescription,2049117,0
Braftovi,75 mg,Oral Capsule,Oral Pill,BRAFTOVI 75 MG Oral Capsule,prescription,2049121,0
Padcev,20 mg,Injection,Injectable,PADCEV 20 MG Injection,prescription,2268315,0
Padcev,30 mg,Injection,Injectable,PADCEV 30 MG Injection,prescription,2268319,0
Fuzeon,90 mg,Injection,Injectable,Fuzeon 90 MG Injection,prescription,404460,0
Lovenox,100 mg/ml,Injectable Solution,Injectable,Lovenox 100 MG/ML Injectable Solution,prescription,854256,0
Ohtuvayre,1.2 mg/ml,Inhalation Suspension,Inhalant,Ohtuvayre 3 MG in 2.5 ML Inhalation Suspension,prescription,2687226,0
Comtan,200 mg,Oral Tablet,Oral Pill,Comtan 200 MG Oral Tablet,prescription,261318,0
Baraclude,50 mcg/ml,Oral Solution,Oral Liquid,Baraclude 0.05 MG in 1 mL Oral Solution,prescription,607579,0
Baraclude,0.5 mg,Oral Tablet,Oral Pill,Baraclude 0.5 MG Oral Tablet,prescription,578457,0
Baraclude,1 mg,Oral Tablet,Oral Pill,Baraclude 1 MG Oral Tablet,prescription,578459,0
Rozlytrek,100 mg,Oral Capsule,Oral Pill,ROZLYTREK 100 MG Oral Capsule,prescription,2197873,0
Rozlytrek,200 mg,Oral Capsule,Oral Pill,ROZLYTREK 200 MG Oral Capsule,prescription,2197877,0
Rozlytrek,50 mg,Oral Pellet,Oral Pellet,ROZLYTREK 50 MG Oral Pellet,prescription,2668599,0
Xtandi,40 mg,Oral Capsule,Oral Pill,Xtandi 40 MG Oral Capsule,prescription,1307309,0
Xtandi,40 mg,Oral Tablet,Oral Pill,Xtandi 40 MG Oral Tablet,prescription,2390646,0
Xtandi,80 mg,Oral Tablet,Oral Pill,Xtandi 80 MG Oral Tablet,prescription,2390650,0
Primatene with ephedrine & guaifenesin,12.5-200 mg,Oral Tablet,Oral Pill,Primatene with ePHEDrine & guaiFENesin 12.5 MG / 200 MG Oral Tablet,prescription,1116102,0
Primatene with ephedrine,12.5 mg,Oral Tablet,Oral Pill,Primatene with ePHEDrine 12.5 MG Oral Tablet,prescription,2591390,0
Bronkaid,25-400 mg,Oral Tablet,Oral Pill,Bronkaid 25 MG / 400 MG Oral Tablet,prescription,1116148,0
Bronkaid max,25 mg,Oral Tablet,Oral Pill,Bronkaid Max 25 MG Oral Tablet,prescription,2396449,0
Elestat,0.05%,Ophthalmic Solution,Ophthalmic,Elestat 0.05 % Ophthalmic Solution,prescription,860656,0
Xylocaine with epinephrine,0.005-5 mg/ml,Injectable Solution,Injectable,"Xylocaine 0.5 % / EPINEPHrine 1:200,000 Injectable Solution",prescription,1010749,0
Xylocaine with epinephrine,0.01-10 mg/ml,Injectable Solution,Injectable,"Xylocaine 1 % / EPINEPHrine 1:100,000 Injectable Solution",prescription,1010755,0
Xylocaine with epinephrine,0.01-20 mg/ml,Injectable Solution,Injectable,"Xylocaine 2 % / EPINEPHrine 1:100,000 Injectable Solution",prescription,1010763,0
Adrenalin,1 mg/ml,Injectable Solution,Injectable,Adrenalin 1 MG/ML Injectable Solution,prescription,1490057,0
Neffy,2%,Nasal Spray,Nasal,neffy 2 MG in 0.1 ML Nasal Spray,prescription,2693448,0
Inspra,25 mg,Oral Tablet,Oral Pill,INSPRA 25 MG Oral Tablet,prescription,402106,0
Inspra,50 mg,Oral Tablet,Oral Pill,INSPRA 50 MG Oral Tablet,prescription,402105,0
Epogen,"10,000 unt/ml",Injectable Solution,Injectable,"EPOGEN 10,000 UNT/ML Injectable Solution",prescription,205912,0
Procrit,"10,000 unt/ml",Injectable Solution,Injectable,"PROCRIT 10,000 UNT/ML Injectable Solution",prescription,205913,0
Epogen,"20,000 unt/ml",Injectable Solution,Injectable,"EPOGEN 20,000 UNT/ML Injectable Solution",prescription,212218,0
Procrit,"20,000 unt/ml",Injectable Solution,Injectable,"PROCRIT 20,000 UNT/ML Injectable Solution",prescription,212219,0
Retacrit,"10,000 unt/ml",Injectable Solution,Injectable,"Retacrit 10,000 UNT/ML Injectable Solution",prescription,2463733,0
Retacrit,"20,000 unt/ml",Injectable Solution,Injectable,"Retacrit 20,000 UNT/ML Injectable Solution",prescription,2463737,0
Flolan,0.5 mg,Injection,Injectable,FLOLAN 0.5 MG Injection,prescription,211199,0
Veletri,0.5 mg,Injection,Injectable,VELETRI 0.5 MG Injection,prescription,1302755,0
Flolan,1.5 mg,Injection,Injectable,FLOLAN 1.5 MG Injection,prescription,211200,0
Veletri,1.5 mg,Injection,Injectable,VELETRI 1.5 MG Injection,prescription,1009216,0
Novoseven,1 mcg,Injection,Injectable,Novoseven 1 MCG Injection,prescription,798104,0
Xerava,100 mg,Injection,Injectable,XERAVA 100 MG Injection,prescription,2374558,0
Xerava,50 mg,Injection,Injectable,XERAVA 50 MG Injection,prescription,2055916,0
Balversa,3 mg,Oral Tablet,Oral Pill,Balversa 3 MG Oral Tablet,prescription,2123137,0
Balversa,4 mg,Oral Tablet,Oral Pill,Balversa 4 MG Oral Tablet,prescription,2123141,0
Balversa,5 mg,Oral Tablet,Oral Pill,Balversa 5 MG Oral Tablet,prescription,2123145,0
Calcidol,0.2 mg/ml,Oral Solution,Oral Liquid,Calcidol 200 MCG (8000 UNT) in 1 mL Oral Solution,prescription,877408,0
Drisdol,0.2 mg/ml,Oral Solution,Oral Liquid,Drisdol 200 MCG (8000 UNT) in 1 mL Oral Solution,prescription,212374,0
Drisdol,1.25 mg,Oral Capsule,Oral Pill,"Drisdol 1.25 MG (50,000 UNT) Oral Capsule",prescription,1367416,0
Ergomar,2 mg,Sublingual Tablet,Sublingual,Ergomar 2 MG Sublingual Tablet,prescription,1293864,0
Tarceva,100 mg,Oral Tablet,Oral Pill,Tarceva 100 MG Oral Tablet,prescription,1088251,0
Tarceva,150 mg,Oral Tablet,Oral Pill,Tarceva 150 MG Oral Tablet,prescription,1088253,0
Tarceva,25 mg,Oral Tablet,Oral Pill,Tarceva 25 MG Oral Tablet,prescription,1088255,0
Invanz,1 g,Injection,Injectable,INVANZ 1 GM Injection,prescription,1734686,0
Steglujan,15-100 mg,Oral Tablet,Oral Pill,Steglujan 15 MG / 100 MG Oral Tablet,prescription,1992832,0
Steglatro,15 mg,Oral Tablet,Oral Pill,Steglatro 15 MG Oral Tablet,prescription,1992821,0
Segluromet,"2.5-1,000 mg",Oral Tablet,Oral Pill,Segluromet 2.5 MG / 1000 MG Oral Tablet,prescription,1992691,0
Segluromet,2.5-500 mg,Oral Tablet,Oral Pill,Segluromet 2.5 MG / 500 MG Oral Tablet,prescription,1992695,0
Steglujan,5-100 mg,Oral Tablet,Oral Pill,Steglujan 5 MG / 100 MG Oral Tablet,prescription,1992837,0
Steglatro,5 mg,Oral Tablet,Oral Pill,Steglatro 5 MG Oral Tablet,prescription,1992816,0
Segluromet,"7.5-1,000 mg",Oral Tablet,Oral Pill,Segluromet 7.5 MG / 1000 MG Oral Tablet,prescription,1992700,0
Segluromet,7.5-500 mg,Oral Tablet,Oral Pill,Segluromet 7.5 MG / 500 MG Oral Tablet,prescription,1992703,0
Eyemycin,0.5%,Ophthalmic Ointment,Ophthalmic,Eyemycin 0.5 % (5 MG/GM) Ophthalmic Ointment,prescription,584534,0
Emgel,2%,Topical Gel,Topical,Emgel 2 % Topical Gel,prescription,206211,0
Erygel,2%,Topical Gel,Topical,ERYGEL 2 % Topical Gel,prescription,206212,0
Emcin clear,2%,Medicated Pad,Topical,Emcin Clear 2 % Medicated Pad,prescription,798115,0
Ery,2%,Medicated Pad,Topical,Ery 2 % Medicated Pad,prescription,798133,0
Theramycin,2%,Topical Solution,Topical,Theramycin Z 2 % Topical Solution,prescription,206228,0
Ery-tab,250 mg,Delayed Release Oral Tablet,Oral Pill,ERY-TAB 250 MG Delayed Release Oral Tablet,prescription,206075,0
Ery-tab,333 mg,Delayed Release Oral Tablet,Oral Pill,ERY-TAB 333 MG Delayed Release Oral Tablet,prescription,206078,0
Ery-tab,500 mg,Delayed Release Oral Tablet,Oral Pill,Ery-Tab 500 MG Delayed Release Oral Tablet,prescription,206080,0
E.e.s.,200 mg/5ml,Oral Suspension,Oral Liquid,E.E.S. 200 MG in 5 mL Oral Suspension,prescription,863603,0
Eryped,200 mg/5ml,Oral Suspension,Oral Liquid,EryPed 200 MG in 5 mL Oral Suspension,prescription,686402,0
E.e.s.,400 mg,Oral Tablet,Oral Pill,E.E.S. 400 MG Oral Tablet,prescription,863606,0
Eryped,400 mg/5ml,Oral Suspension,Oral Liquid,EryPed 400 MG in 5 mL Oral Suspension,prescription,686420,0
Erythrocin,500 mg,Injection,Injectable,Erythrocin Lactobionate 500 MG Injection,prescription,1668267,0
Erythrocin stearate,250 mg,Oral Tablet,Oral Pill,Erythrocin Stearate 250 MG Oral Tablet,prescription,750839,0
Erythrocin stearate,500 mg,Oral Tablet,Oral Pill,Erythrocin Stearate 500 MG Oral Tablet,prescription,750841,0
Lexapro,10 mg,Oral Tablet,Oral Pill,Lexapro 10 MG Oral Tablet,prescription,352272,0
Lexapro,20 mg,Oral Tablet,Oral Pill,Lexapro 20 MG Oral Tablet,prescription,352273,0
Lexapro,5 mg,Oral Tablet,Oral Pill,Lexapro 5 MG Oral Tablet,prescription,404408,0
Spravato,14%,Nasal Spray,Nasal,Spravato 28 MG in 0.2 mL Nasal Spray,prescription,2119387,0
Aptiom,200 mg,Oral Tablet,Oral Pill,"Aptiom 200 MG Oral Tablet, Once Daily",prescription,1482513,0
Aptiom,400 mg,Oral Tablet,Oral Pill,"Aptiom 400 MG Oral Tablet, Once Daily",prescription,1482517,0
Aptiom,600 mg,Oral Tablet,Oral Pill,"Aptiom 600 MG Oral Tablet, Once Daily",prescription,1482523,0
Aptiom,800 mg,Oral Tablet,Oral Pill,"Aptiom 800 MG Oral Tablet, Once Daily",prescription,1482527,0
Nexium,10 mg,Granules for Oral Suspension,Oral Suspension Granules,NexIUM 10 MG Granules for Delayed Release Oral Suspension,prescription,861570,0
Nexium,2.5 mg,Granules for Oral Suspension,Oral Suspension Granules,NexIUM 2.5 MG Granules for Delayed Release Oral Suspension,prescription,1297660,0
Vimovo,20-375 mg,Delayed Release Oral Tablet,Oral Pill,Vimovo 375 MG / 20 MG Delayed Release Oral Tablet,prescription,994007,0
Vimovo,20-500 mg,Delayed Release Oral Tablet,Oral Pill,Vimovo 500 MG / 20 MG Delayed Release Oral Tablet,prescription,994010,0
Nexium,20 mg,Delayed Release Oral Capsule,Oral Pill,NexIUM 20 MG Delayed Release Oral Capsule,prescription,606728,0
Nexium,20 mg,Delayed Release Oral Tablet,Oral Pill,NexIUM 20 MG Delayed Release Oral Tablet,prescription,1743279,0
Nexium,20 mg,Granules for Oral Suspension,Oral Suspension Granules,NexIUM 20 MG Granules for Delayed Release Oral Suspension,prescription,861576,0
Nexium,40 mg,Delayed Release Oral Capsule,Oral Pill,NexIUM 40 MG Delayed Release Oral Capsule,prescription,606731,0
Nexium,40 mg,Granules for Oral Suspension,Oral Suspension Granules,NexIUM 40 MG Granules for Delayed Release Oral Suspension,prescription,861583,0
Nexium,40 mg,Injection,Injectable,NexIUM I.V. 40 MG Injection,prescription,603536,0
Nexium,5 mg,Granules for Oral Suspension,Oral Suspension Granules,NexIUM 5 MG Granules for Delayed Release Oral Suspension,prescription,1297763,0
Elestrin,0.06%,Topical Gel,Topical,ELESTRIN 0.06 % Topical Gel,prescription,706467,0
Estrogel,0.06%,Topical Gel,Topical,ESTROGel 0.06 % Topical Gel,prescription,581549,0
Imvexxy,4 mcg,Vaginal Insert,Vaginal,Imvexxy 4 MCG Vaginal Insert,prescription,2048918,
Imvexxy,10 mcg,Vaginal Insert,Vaginal,Imvexxy 10 MCG Vaginal Insert,prescription,2048916,
Vagifem,10 mcg,Vaginal Insert,Vaginal,Vagifem 10 MCG Vaginal Insert,prescription,884709,0
Yuvafem,10 mcg,Vaginal Insert,Vaginal,Yuvafem 10 MCG Vaginal Insert,prescription,1797113,0
Estrace,0.01%,Vaginal Cream,Vaginal,ESTRACE 0.01 % Vaginal Cream,prescription,890918,0
Bijuva,0.5-100 mg,Oral Capsule,Oral Pill,Bijuva 0.5 MG / 100 MG Oral Capsule,prescription,2632846,0
Estrace,0.5 mg,Oral Tablet,Oral Pill,Estrace 0.5 MG Oral Tablet,prescription,205909,0
Myfembree,1-0.5-40 mg,Oral Tablet,Oral Pill,Myfembree (relugolix 40 MG / estradiol 1 MG / norethindrone acetate 0.5 MG) Oral Tablet,prescription,2556800,0
Bijuva,1-100 mg,Oral Capsule,Oral Pill,Bijuva 1 MG / 100 MG Oral Capsule,prescription,2108930,0
Estrace,1 mg,Oral Tablet,Oral Pill,Estrace 1 MG Oral Tablet,prescription,206101,0
Evamist,1.53 mg/spray,Topical Spray,Topical,Evamist 1.53 MG/ACTUAT Topical Spray,prescription,728122,0
Estrace,2 mg,Oral Tablet,Oral Pill,Estrace 2 MG Oral Tablet,prescription,206241,0
Depo-estradiol,5 mg/ml,Injectable Solution,Injectable,Depo-Estradiol 5 MG/ML Injectable Solution,prescription,206417,0
Delestrogen,10 mg/ml,Injectable Solution,Injectable,DELESTROGEN 10 MG/ML Injectable Solution,prescription,206620,0
Delestrogen,20 mg/ml,Injectable Solution,Injectable,DELESTROGEN 20 MG/ML Injectable Solution,prescription,206715,0
Delestrogen,40 mg/ml,Injectable Solution,Injectable,DELESTROGEN 40 MG/ML Injectable Solution,prescription,206813,0
Emcyt,140 mg,Oral Capsule,Oral Pill,Emcyt 140 MG Oral Capsule,prescription,205562,0
Premarin,0.3 mg,Oral Tablet,Oral Pill,PREMARIN 0.3 MG Oral Tablet,prescription,208513,0
Premarin,0.45 mg,Oral Tablet,Oral Pill,PREMARIN 0.45 MG Oral Tablet,prescription,404550,0
Premarin,0.625 mg,Oral Tablet,Oral Pill,PREMARIN 0.625 MG Oral Tablet,prescription,150840,0
Premarin,0.0625%,Vaginal Cream,Vaginal,premarin 0.625 MG/GM Vaginal Cream,prescription,688242,0
Premarin,0.9 mg,Oral Tablet,Oral Pill,PREMARIN 0.9 MG Oral Tablet,prescription,208949,0
Premarin,1.25 mg,Oral Tablet,Oral Pill,PREMARIN 1.25 MG Oral Tablet,prescription,202301,0
Premarin,25 mg,Injection,Injectable,Premarin Intravenous 25 MG Injection,prescription,211975,0
Menest,0.3 mg,Oral Tablet,Oral Pill,MENEST 0.3 MG Oral Tablet,prescription,212039,0
Covaryx,0.625-1.25 mg,Oral Tablet,Oral Pill,Covaryx HS 0.625 MG / 1.25 MG Oral Tablet,prescription,705921,3
Estratest,0.625-1.25 mg,Oral Tablet,Oral Pill,Estratest H.S. 0.625 MG / 1.25 MG Oral Tablet,prescription,209251,3
Menest,0.625 mg,Oral Tablet,Oral Pill,MENEST 0.625 MG Oral Tablet,prescription,212232,0
Covaryx,1.25-2.5 mg,Oral Tablet,Oral Pill,Covaryx 1.25 MG / 2.5 MG Oral Tablet,prescription,705919,3
Estratest,1.25-2.5 mg,Oral Tablet,Oral Pill,Estratest F.S. 1.25 MG / 2.5 MG Oral Tablet,prescription,209253,3
Menest,1.25 mg,Oral Tablet,Oral Pill,MENEST 1.25 MG Oral Tablet,prescription,212373,0
Menest,2.5 mg,Oral Tablet,Oral Pill,MENEST 2.5 MG Oral Tablet,prescription,212464,0
Lunesta,1 mg,Oral Tablet,Oral Pill,Lunesta 1 MG Oral Tablet,prescription,540407,4
Lunesta,2 mg,Oral Tablet,Oral Pill,Lunesta 2 MG Oral Tablet,prescription,540409,4
Lunesta,3 mg,Oral Tablet,Oral Pill,Lunesta 3 MG Oral Tablet,prescription,540411,4
Enbrel,25 mg/ml,Injectable Solution,Injectable,Enbrel 25 MG/ML Injectable Solution,prescription,261105,0
Edecrin,50 mg,Injection,Injectable,Edecrin Sodium 50 MG Injection,prescription,211509,0
Edecrin,25 mg,Oral Tablet,Oral Pill,Edecrin 25 MG Oral Tablet,prescription,1251905,0
Myambutol,400 mg,Oral Tablet,Oral Pill,Myambutol 400 MG Oral Tablet,prescription,995609,0
Fyavolv,0.0025-0.5 mg,Oral Tablet,Oral Pill,Fyavolv 0.5 MG / 2.5 MCG Oral Tablet,prescription,1736654,0
Jevantique,0.0025-0.5 mg,Oral Tablet,Oral Pill,Jevantique Lo 0.5 MG / 2.5 MCG Oral Tablet,prescription,1722245,0
Fyavolv,0.005-1 mg,Oral Tablet,Oral Pill,Fyavolv 1 MG / 5 MCG Oral Tablet,prescription,1736656,0
Jinteli,0.005-1 mg,Oral Tablet,Oral Pill,Jinteli 1 MG / 5 MCG Oral Tablet,prescription,1090996,0
Trecator,250 mg,Oral Tablet,Oral Pill,Trecator 250 MG Oral Tablet,prescription,835721,0
Zarontin,250 mg,Oral Capsule,Oral Pill,Zarontin 250 MG Oral Capsule,prescription,201737,0
Zarontin,250 mg/5ml,Oral Solution,Oral Liquid,Zarontin 250 MG in 5 mL Oral Solution,prescription,755357,0
Lodine,400 mg,Oral Tablet,Oral Pill,Lodine 400 MG Oral Tablet,prescription,206812,0
Nexplanon,68 mg,Drug Implant,Implant,Nexplanon 68 MG Subdermal Drug Implant,prescription,1111011,0
Etopophos,100 mg,Injection,Injectable,ETOPOPHOS 100 MG Injection,prescription,226719,0
Toposar,20 mg/ml,Injectable Solution,Injectable,Toposar 20 MG/ML Injectable Solution,prescription,206831,0
Velsipity,2 mg,Oral Tablet,Oral Pill,Velsipity 2 MG Oral Tablet,prescription,2668057,0
Intelence,100 mg,Oral Tablet,Oral Pill,INTELENCE 100 MG Oral Tablet,prescription,758555,0
Intelence,200 mg,Oral Tablet,Oral Pill,INTELENCE 200 MG Oral Tablet,prescription,1052660,0
Intelence,25 mg,Oral Tablet,Oral Pill,INTELENCE 25 MG Oral Tablet,prescription,1250723,0
Listerine antiseptic,0.092-0.042-0.06-0.064%,Mouthwash,Mouthwash,LISTERINE Antiseptic 0.092 % / 0.042 % / 0.06 % / 0.064 % Mouthwash,prescription,1043623,
Listerine ultraclean,0.092-0.042-0.06-0.064%,Mouthwash,Mouthwash,LISTERINE ULTRACLEAN 0.092 % / 0.042 % / 0.06 % / 0.064 % Mouthwash,prescription,2043303,
Jornay,100 mg,Extended Release Oral Capsule,Oral Pill,JORNAY PM 100 MG 24HR Extended Release Oral Capsule,prescription,2168865,2
